ID	UNICODE	类别	名称	字形.	五笔86版	容错86-1	容错86-2	五笔98版	容错98-1	容错98-2
35192	8977	中日韩 CJK 汉字		襷	.	.	.			
35193	8978	中日韩 CJK 汉字		襸	.	.	.			
35194	8979	中日韩 CJK 汉字		襹	.	.	.			
35195	897A	中日韩 CJK 汉字		襺	.	.	.			
35196	897B	中日韩 CJK 汉字		襻	.	.	.			
35197	897C	中日韩 CJK 汉字		襼	.	.	.			
35198	897D	中日韩 CJK 汉字		襽	.	.	.			
35199	897E	中日韩 CJK 汉字		襾	.	.	.			
35200	897F	中日韩 CJK 汉字		西	.	.	.			
35201	8980	中日韩 CJK 汉字		覀	.	.	.			
35202	8981	中日韩 CJK 汉字		要	.	.	.			
35203	8982	中日韩 CJK 汉字		覂	.	.	.			
35204	8983	中日韩 CJK 汉字		覃	.	.	.			
35205	8984	中日韩 CJK 汉字		覄	.	.	.			
35206	8985	中日韩 CJK 汉字		覅	.	.	.			
35207	8986	中日韩 CJK 汉字		覆	.	.	.			
35208	8987	中日韩 CJK 汉字		覇	.	.	.			
35209	8988	中日韩 CJK 汉字		覈	.	.	.			
35210	8989	中日韩 CJK 汉字		覉	.	.	.			
35211	898A	中日韩 CJK 汉字		覊	.	.	.			
35212	898B	中日韩 CJK 汉字		見	.	.	.			
35213	898C	中日韩 CJK 汉字		覌	.	.	.			
35214	898D	中日韩 CJK 汉字		覍	.	.	.			
35215	898E	中日韩 CJK 汉字		覎	.	.	.			
35216	898F	中日韩 CJK 汉字		規	.	.	.			
35217	8990	中日韩 CJK 汉字		覐	.	.	.			
35218	8991	中日韩 CJK 汉字		覑	.	.	.			
35219	8992	中日韩 CJK 汉字		覒	.	.	.			
35220	8993	中日韩 CJK 汉字		覓	.	.	.			
35221	8994	中日韩 CJK 汉字		覔	.	.	.			
35222	8995	中日韩 CJK 汉字		覕	.	.	.			
35223	8996	中日韩 CJK 汉字		視	.	.	.			
35224	8997	中日韩 CJK 汉字		覗	.	.	.			
35225	8998	中日韩 CJK 汉字		覘	.	.	.			
35226	8999	中日韩 CJK 汉字		覙	.	.	.			
35227	899A	中日韩 CJK 汉字		覚	.	.	.			
35228	899B	中日韩 CJK 汉字		覛	.	.	.			
35229	899C	中日韩 CJK 汉字		覜	.	.	.			
35230	899D	中日韩 CJK 汉字		覝	.	.	.			
35231	899E	中日韩 CJK 汉字		覞	.	.	.			
35232	899F	中日韩 CJK 汉字		覟	.	.	.			
35233	89A0	中日韩 CJK 汉字		覠	.	.	.			
35234	89A1	中日韩 CJK 汉字		覡	.	.	.			
35235	89A2	中日韩 CJK 汉字		覢	.	.	.			
35236	89A3	中日韩 CJK 汉字		覣	.	.	.			
35237	89A4	中日韩 CJK 汉字		覤	.	.	.			
35238	89A5	中日韩 CJK 汉字		覥	.	.	.			
35239	89A6	中日韩 CJK 汉字		覦	.	.	.			
35240	89A7	中日韩 CJK 汉字		覧	.	.	.			
35241	89A8	中日韩 CJK 汉字		覨	.	.	.			
35242	89A9	中日韩 CJK 汉字		覩	.	.	.			
35243	89AA	中日韩 CJK 汉字		親	.	.	.			
35244	89AB	中日韩 CJK 汉字		覫	.	.	.			
35245	89AC	中日韩 CJK 汉字		覬	.	.	.			
35246	89AD	中日韩 CJK 汉字		覭	.	.	.			
35247	89AE	中日韩 CJK 汉字		覮	.	.	.			
35248	89AF	中日韩 CJK 汉字		覯	.	.	.			
35249	89B0	中日韩 CJK 汉字		覰	.	.	.			
35250	89B1	中日韩 CJK 汉字		覱	.	.	.			
35251	89B2	中日韩 CJK 汉字		覲	.	.	.			
35252	89B3	中日韩 CJK 汉字		観	.	.	.			
35253	89B4	中日韩 CJK 汉字		覴	.	.	.			
35254	89B5	中日韩 CJK 汉字		覵	.	.	.			
35255	89B6	中日韩 CJK 汉字		覶	.	.	.			
35256	89B7	中日韩 CJK 汉字		覷	.	.	.			
35257	89B8	中日韩 CJK 汉字		覸	.	.	.			
35258	89B9	中日韩 CJK 汉字		覹	.	.	.			
35259	89BA	中日韩 CJK 汉字		覺	.	.	.			
35260	89BB	中日韩 CJK 汉字		覻	.	.	.			
35261	89BC	中日韩 CJK 汉字		覼	.	.	.			
35262	89BD	中日韩 CJK 汉字		覽	.	.	.			
35263	89BE	中日韩 CJK 汉字		覾	.	.	.			
35264	89BF	中日韩 CJK 汉字		覿	.	.	.			
35265	89C0	中日韩 CJK 汉字		觀	.	.	.			
35266	89C1	中日韩 CJK 汉字		见	.	.	.			
35267	89C2	中日韩 CJK 汉字		观	.	.	.			
35268	89C3	中日韩 CJK 汉字		觃	.	.	.			
35269	89C4	中日韩 CJK 汉字		规	.	.	.			
35270	89C5	中日韩 CJK 汉字		觅	.	.	.			
35271	89C6	中日韩 CJK 汉字		视	.	.	.			
35272	89C7	中日韩 CJK 汉字		觇	.	.	.			
35273	89C8	中日韩 CJK 汉字		览	.	.	.			
35274	89C9	中日韩 CJK 汉字		觉	.	.	.			
35275	89CA	中日韩 CJK 汉字		觊	.	.	.			
35276	89CB	中日韩 CJK 汉字		觋	.	.	.			
35277	89CC	中日韩 CJK 汉字		觌	.	.	.			
35278	89CD	中日韩 CJK 汉字		觍	.	.	.			
35279	89CE	中日韩 CJK 汉字		觎	.	.	.			
35280	89CF	中日韩 CJK 汉字		觏	.	.	.			
35281	89D0	中日韩 CJK 汉字		觐	.	.	.			
35282	89D1	中日韩 CJK 汉字		觑	.	.	.			
35283	89D2	中日韩 CJK 汉字		角	.	.	.			
35284	89D3	中日韩 CJK 汉字		觓	.	.	.			
35285	89D4	中日韩 CJK 汉字		觔	.	.	.			
35286	89D5	中日韩 CJK 汉字		觕	.	.	.			
35287	89D6	中日韩 CJK 汉字		觖	.	.	.			
35288	89D7	中日韩 CJK 汉字		觗	.	.	.			
35289	89D8	中日韩 CJK 汉字		觘	.	.	.			
35290	89D9	中日韩 CJK 汉字		觙	.	.	.			
35291	89DA	中日韩 CJK 汉字		觚	.	.	.			
35292	89DB	中日韩 CJK 汉字		觛	.	.	.			
35293	89DC	中日韩 CJK 汉字		觜	.	.	.			
35294	89DD	中日韩 CJK 汉字		觝	.	.	.			
35295	89DE	中日韩 CJK 汉字		觞	.	.	.			
35296	89DF	中日韩 CJK 汉字		觟	.	.	.			
35297	89E0	中日韩 CJK 汉字		觠	.	.	.			
35298	89E1	中日韩 CJK 汉字		觡	.	.	.			
35299	89E2	中日韩 CJK 汉字		觢	.	.	.			
35300	89E3	中日韩 CJK 汉字		解	.	.	.			
35301	89E4	中日韩 CJK 汉字		觤	.	.	.			
35302	89E5	中日韩 CJK 汉字		觥	.	.	.			
35303	89E6	中日韩 CJK 汉字		触	.	.	.			
35304	89E7	中日韩 CJK 汉字		觧	.	.	.			
35305	89E8	中日韩 CJK 汉字		觨	.	.	.			
35306	89E9	中日韩 CJK 汉字		觩	.	.	.			
35307	89EA	中日韩 CJK 汉字		觪	.	.	.			
35308	89EB	中日韩 CJK 汉字		觫	.	.	.			
35309	89EC	中日韩 CJK 汉字		觬	.	.	.			
35310	89ED	中日韩 CJK 汉字		觭	.	.	.			
35311	89EE	中日韩 CJK 汉字		觮	.	.	.			
35312	89EF	中日韩 CJK 汉字		觯	.	.	.			
35313	89F0	中日韩 CJK 汉字		觰	.	.	.			
35314	89F1	中日韩 CJK 汉字		觱	.	.	.			
35315	89F2	中日韩 CJK 汉字		觲	.	.	.			
35316	89F3	中日韩 CJK 汉字		觳	.	.	.			
35317	89F4	中日韩 CJK 汉字		觴	.	.	.			
35318	89F5	中日韩 CJK 汉字		觵	.	.	.			
35319	89F6	中日韩 CJK 汉字		觶	.	.	.			
35320	89F7	中日韩 CJK 汉字		觷	.	.	.			
35321	89F8	中日韩 CJK 汉字		觸	.	.	.			
35322	89F9	中日韩 CJK 汉字		觹	.	.	.			
35323	89FA	中日韩 CJK 汉字		觺	.	.	.			
35324	89FB	中日韩 CJK 汉字		觻	.	.	.			
35325	89FC	中日韩 CJK 汉字		觼	.	.	.			
35326	89FD	中日韩 CJK 汉字		觽	.	.	.			
35327	89FE	中日韩 CJK 汉字		觾	.	.	.			
35328	89FF	中日韩 CJK 汉字		觿	.	.	.			
35329	8A00	中日韩 CJK 汉字		言	.	.	.			
35330	8A01	中日韩 CJK 汉字		訁	.	.	.			
35331	8A02	中日韩 CJK 汉字		訂	.	.	.			
35332	8A03	中日韩 CJK 汉字		訃	.	.	.			
35333	8A04	中日韩 CJK 汉字		訄	.	.	.			
35334	8A05	中日韩 CJK 汉字		訅	.	.	.			
35335	8A06	中日韩 CJK 汉字		訆	.	.	.			
35336	8A07	中日韩 CJK 汉字		訇	.	.	.			
35337	8A08	中日韩 CJK 汉字		計	.	.	.			
35338	8A09	中日韩 CJK 汉字		訉	.	.	.			
35339	8A0A	中日韩 CJK 汉字		訊	.	.	.			
35340	8A0B	中日韩 CJK 汉字		訋	.	.	.			
35341	8A0C	中日韩 CJK 汉字		訌	.	.	.			
35342	8A0D	中日韩 CJK 汉字		訍	.	.	.			
35343	8A0E	中日韩 CJK 汉字		討	.	.	.			
35344	8A0F	中日韩 CJK 汉字		訏	.	.	.			
35345	8A10	中日韩 CJK 汉字		訐	.	.	.			
35346	8A11	中日韩 CJK 汉字		訑	.	.	.			
35347	8A12	中日韩 CJK 汉字		訒	.	.	.			
35348	8A13	中日韩 CJK 汉字		訓	.	.	.			
35349	8A14	中日韩 CJK 汉字		訔	.	.	.			
35350	8A15	中日韩 CJK 汉字		訕	.	.	.			
35351	8A16	中日韩 CJK 汉字		訖	.	.	.			
35352	8A17	中日韩 CJK 汉字		託	.	.	.			
35353	8A18	中日韩 CJK 汉字		記	.	.	.			
35354	8A19	中日韩 CJK 汉字		訙	.	.	.			
35355	8A1A	中日韩 CJK 汉字		訚	.	.	.			
35356	8A1B	中日韩 CJK 汉字		訛	.	.	.			
35357	8A1C	中日韩 CJK 汉字		訜	.	.	.			
35358	8A1D	中日韩 CJK 汉字		訝	.	.	.			
35359	8A1E	中日韩 CJK 汉字		訞	.	.	.			
35360	8A1F	中日韩 CJK 汉字		訟	.	.	.			
35361	8A20	中日韩 CJK 汉字		訠	.	.	.			
35362	8A21	中日韩 CJK 汉字		訡	.	.	.			
35363	8A22	中日韩 CJK 汉字		訢	.	.	.			
35364	8A23	中日韩 CJK 汉字		訣	.	.	.			
35365	8A24	中日韩 CJK 汉字		訤	.	.	.			
35366	8A25	中日韩 CJK 汉字		訥	.	.	.			
35367	8A26	中日韩 CJK 汉字		訦	.	.	.			
35368	8A27	中日韩 CJK 汉字		訧	.	.	.			
35369	8A28	中日韩 CJK 汉字		訨	.	.	.			
35370	8A29	中日韩 CJK 汉字		訩	.	.	.			
35371	8A2A	中日韩 CJK 汉字		訪	.	.	.			
35372	8A2B	中日韩 CJK 汉字		訫	.	.	.			
35373	8A2C	中日韩 CJK 汉字		訬	.	.	.			
35374	8A2D	中日韩 CJK 汉字		設	.	.	.			
35375	8A2E	中日韩 CJK 汉字		訮	.	.	.			
35376	8A2F	中日韩 CJK 汉字		訯	.	.	.			
35377	8A30	中日韩 CJK 汉字		訰	.	.	.			
35378	8A31	中日韩 CJK 汉字		許	.	.	.			
35379	8A32	中日韩 CJK 汉字		訲	.	.	.			
35380	8A33	中日韩 CJK 汉字		訳	.	.	.			
35381	8A34	中日韩 CJK 汉字		訴	.	.	.			
35382	8A35	中日韩 CJK 汉字		訵	.	.	.			
35383	8A36	中日韩 CJK 汉字		訶	.	.	.			
35384	8A37	中日韩 CJK 汉字		訷	.	.	.			
35385	8A38	中日韩 CJK 汉字		訸	.	.	.			
35386	8A39	中日韩 CJK 汉字		訹	.	.	.			
35387	8A3A	中日韩 CJK 汉字		診	.	.	.			
35388	8A3B	中日韩 CJK 汉字		註	.	.	.			
35389	8A3C	中日韩 CJK 汉字		証	.	.	.			
35390	8A3D	中日韩 CJK 汉字		訽	.	.	.			
35391	8A3E	中日韩 CJK 汉字		訾	.	.	.			
35392	8A3F	中日韩 CJK 汉字		訿	.	.	.			
35393	8A40	中日韩 CJK 汉字		詀	.	.	.			
35394	8A41	中日韩 CJK 汉字		詁	.	.	.			
35395	8A42	中日韩 CJK 汉字		詂	.	.	.			
35396	8A43	中日韩 CJK 汉字		詃	.	.	.			
35397	8A44	中日韩 CJK 汉字		詄	.	.	.			
35398	8A45	中日韩 CJK 汉字		詅	.	.	.			
35399	8A46	中日韩 CJK 汉字		詆	.	.	.			
35400	8A47	中日韩 CJK 汉字		詇	.	.	.			
35401	8A48	中日韩 CJK 汉字		詈	.	.	.			
35402	8A49	中日韩 CJK 汉字		詉	.	.	.			
35403	8A4A	中日韩 CJK 汉字		詊	.	.	.			
35404	8A4B	中日韩 CJK 汉字		詋	.	.	.			
35405	8A4C	中日韩 CJK 汉字		詌	.	.	.			
35406	8A4D	中日韩 CJK 汉字		詍	.	.	.			
35407	8A4E	中日韩 CJK 汉字		詎	.	.	.			
35408	8A4F	中日韩 CJK 汉字		詏	.	.	.			
35409	8A50	中日韩 CJK 汉字		詐	.	.	.			
35410	8A51	中日韩 CJK 汉字		詑	.	.	.			
35411	8A52	中日韩 CJK 汉字		詒	.	.	.			
35412	8A53	中日韩 CJK 汉字		詓	.	.	.			
35413	8A54	中日韩 CJK 汉字		詔	.	.	.			
35414	8A55	中日韩 CJK 汉字		評	.	.	.			
35415	8A56	中日韩 CJK 汉字		詖	.	.	.			
35416	8A57	中日韩 CJK 汉字		詗	.	.	.			
35417	8A58	中日韩 CJK 汉字		詘	.	.	.			
35418	8A59	中日韩 CJK 汉字		詙	.	.	.			
35419	8A5A	中日韩 CJK 汉字		詚	.	.	.			
35420	8A5B	中日韩 CJK 汉字		詛	.	.	.			
35421	8A5C	中日韩 CJK 汉字		詜	.	.	.			
35422	8A5D	中日韩 CJK 汉字		詝	.	.	.			
35423	8A5E	中日韩 CJK 汉字		詞	.	.	.			
35424	8A5F	中日韩 CJK 汉字		詟	.	.	.			
35425	8A60	中日韩 CJK 汉字		詠	.	.	.			
35426	8A61	中日韩 CJK 汉字		詡	.	.	.			
35427	8A62	中日韩 CJK 汉字		詢	.	.	.			
35428	8A63	中日韩 CJK 汉字		詣	.	.	.			
35429	8A64	中日韩 CJK 汉字		詤	.	.	.			
35430	8A65	中日韩 CJK 汉字		詥	.	.	.			
35431	8A66	中日韩 CJK 汉字		試	.	.	.			
35432	8A67	中日韩 CJK 汉字		詧	.	.	.			
35433	8A68	中日韩 CJK 汉字		詨	.	.	.			
35434	8A69	中日韩 CJK 汉字		詩	.	.	.			
35435	8A6A	中日韩 CJK 汉字		詪	.	.	.			
35436	8A6B	中日韩 CJK 汉字		詫	.	.	.			
35437	8A6C	中日韩 CJK 汉字		詬	.	.	.			
35438	8A6D	中日韩 CJK 汉字		詭	.	.	.			
35439	8A6E	中日韩 CJK 汉字		詮	.	.	.			
35440	8A6F	中日韩 CJK 汉字		詯	.	.	.			
35441	8A70	中日韩 CJK 汉字		詰	.	.	.			
35442	8A71	中日韩 CJK 汉字		話	.	.	.			
35443	8A72	中日韩 CJK 汉字		該	.	.	.			
35444	8A73	中日韩 CJK 汉字		詳	.	.	.			
35445	8A74	中日韩 CJK 汉字		詴	.	.	.			
35446	8A75	中日韩 CJK 汉字		詵	.	.	.			
35447	8A76	中日韩 CJK 汉字		詶	.	.	.			
35448	8A77	中日韩 CJK 汉字		詷	.	.	.			
35449	8A78	中日韩 CJK 汉字		詸	.	.	.			
35450	8A79	中日韩 CJK 汉字		詹	.	.	.			
35451	8A7A	中日韩 CJK 汉字		詺	.	.	.			
35452	8A7B	中日韩 CJK 汉字		詻	.	.	.			
35453	8A7C	中日韩 CJK 汉字		詼	.	.	.			
35454	8A7D	中日韩 CJK 汉字		詽	.	.	.			
35455	8A7E	中日韩 CJK 汉字		詾	.	.	.			
35456	8A7F	中日韩 CJK 汉字		詿	.	.	.			
35457	8A80	中日韩 CJK 汉字		誀	.	.	.			
35458	8A81	中日韩 CJK 汉字		誁	.	.	.			
35459	8A82	中日韩 CJK 汉字		誂	.	.	.			
35460	8A83	中日韩 CJK 汉字		誃	.	.	.			
35461	8A84	中日韩 CJK 汉字		誄	.	.	.			
35462	8A85	中日韩 CJK 汉字		誅	.	.	.			
35463	8A86	中日韩 CJK 汉字		誆	.	.	.			
35464	8A87	中日韩 CJK 汉字		誇	.	.	.			
35465	8A88	中日韩 CJK 汉字		誈	.	.	.			
35466	8A89	中日韩 CJK 汉字		誉	.	.	.			
35467	8A8A	中日韩 CJK 汉字		誊	.	.	.			
35468	8A8B	中日韩 CJK 汉字		誋	.	.	.			
35469	8A8C	中日韩 CJK 汉字		誌	.	.	.			
35470	8A8D	中日韩 CJK 汉字		認	.	.	.			
35471	8A8E	中日韩 CJK 汉字		誎	.	.	.			
35472	8A8F	中日韩 CJK 汉字		誏	.	.	.			
35473	8A90	中日韩 CJK 汉字		誐	.	.	.			
35474	8A91	中日韩 CJK 汉字		誑	.	.	.			
35475	8A92	中日韩 CJK 汉字		誒	.	.	.			
35476	8A93	中日韩 CJK 汉字		誓	.	.	.			
35477	8A94	中日韩 CJK 汉字		誔	.	.	.			
35478	8A95	中日韩 CJK 汉字		誕	.	.	.			
35479	8A96	中日韩 CJK 汉字		誖	.	.	.			
35480	8A97	中日韩 CJK 汉字		誗	.	.	.			
35481	8A98	中日韩 CJK 汉字		誘	.	.	.			
35482	8A99	中日韩 CJK 汉字		誙	.	.	.			
35483	8A9A	中日韩 CJK 汉字		誚	.	.	.			
35484	8A9B	中日韩 CJK 汉字		誛	.	.	.			
35485	8A9C	中日韩 CJK 汉字		誜	.	.	.			
35486	8A9D	中日韩 CJK 汉字		誝	.	.	.			
35487	8A9E	中日韩 CJK 汉字		語	.	.	.			
35488	8A9F	中日韩 CJK 汉字		誟	.	.	.			
35489	8AA0	中日韩 CJK 汉字		誠	.	.	.			
35490	8AA1	中日韩 CJK 汉字		誡	.	.	.			
35491	8AA2	中日韩 CJK 汉字		誢	.	.	.			
35492	8AA3	中日韩 CJK 汉字		誣	.	.	.			
35493	8AA4	中日韩 CJK 汉字		誤	.	.	.			
35494	8AA5	中日韩 CJK 汉字		誥	.	.	.			
35495	8AA6	中日韩 CJK 汉字		誦	.	.	.			
35496	8AA7	中日韩 CJK 汉字		誧	.	.	.			
35497	8AA8	中日韩 CJK 汉字		誨	.	.	.			
35498	8AA9	中日韩 CJK 汉字		誩	.	.	.			
35499	8AAA	中日韩 CJK 汉字		說	.	.	.			
35500	8AAB	中日韩 CJK 汉字		誫	.	.	.			
35501	8AAC	中日韩 CJK 汉字		説	.	.	.			
35502	8AAD	中日韩 CJK 汉字		読	.	.	.			
35503	8AAE	中日韩 CJK 汉字		誮	.	.	.			
35504	8AAF	中日韩 CJK 汉字		誯	.	.	.			
35505	8AB0	中日韩 CJK 汉字		誰	.	.	.			
35506	8AB1	中日韩 CJK 汉字		誱	.	.	.			
35507	8AB2	中日韩 CJK 汉字		課	.	.	.			
35508	8AB3	中日韩 CJK 汉字		誳	.	.	.			
35509	8AB4	中日韩 CJK 汉字		誴	.	.	.			
35510	8AB5	中日韩 CJK 汉字		誵	.	.	.			
35511	8AB6	中日韩 CJK 汉字		誶	.	.	.			
35512	8AB7	中日韩 CJK 汉字		誷	.	.	.			
35513	8AB8	中日韩 CJK 汉字		誸	.	.	.			
35514	8AB9	中日韩 CJK 汉字		誹	.	.	.			
35515	8ABA	中日韩 CJK 汉字		誺	.	.	.			
35516	8ABB	中日韩 CJK 汉字		誻	.	.	.			
35517	8ABC	中日韩 CJK 汉字		誼	.	.	.			
35518	8ABD	中日韩 CJK 汉字		誽	.	.	.			
35519	8ABE	中日韩 CJK 汉字		誾	.	.	.			
35520	8ABF	中日韩 CJK 汉字		調	.	.	.			
35521	8AC0	中日韩 CJK 汉字		諀	.	.	.			
35522	8AC1	中日韩 CJK 汉字		諁	.	.	.			
35523	8AC2	中日韩 CJK 汉字		諂	.	.	.			
35524	8AC3	中日韩 CJK 汉字		諃	.	.	.			
35525	8AC4	中日韩 CJK 汉字		諄	.	.	.			
35526	8AC5	中日韩 CJK 汉字		諅	.	.	.			
35527	8AC6	中日韩 CJK 汉字		諆	.	.	.			
35528	8AC7	中日韩 CJK 汉字		談	.	.	.			
35529	8AC8	中日韩 CJK 汉字		諈	.	.	.			
35530	8AC9	中日韩 CJK 汉字		諉	.	.	.			
35531	8ACA	中日韩 CJK 汉字		諊	.	.	.			
35532	8ACB	中日韩 CJK 汉字		請	.	.	.			
35533	8ACC	中日韩 CJK 汉字		諌	.	.	.			
35534	8ACD	中日韩 CJK 汉字		諍	.	.	.			
35535	8ACE	中日韩 CJK 汉字		諎	.	.	.			
35536	8ACF	中日韩 CJK 汉字		諏	.	.	.			
35537	8AD0	中日韩 CJK 汉字		諐	.	.	.			
35538	8AD1	中日韩 CJK 汉字		諑	.	.	.			
35539	8AD2	中日韩 CJK 汉字		諒	.	.	.			
35540	8AD3	中日韩 CJK 汉字		諓	.	.	.			
35541	8AD4	中日韩 CJK 汉字		諔	.	.	.			
35542	8AD5	中日韩 CJK 汉字		諕	.	.	.			
35543	8AD6	中日韩 CJK 汉字		論	.	.	.			
35544	8AD7	中日韩 CJK 汉字		諗	.	.	.			
35545	8AD8	中日韩 CJK 汉字		諘	.	.	.			
35546	8AD9	中日韩 CJK 汉字		諙	.	.	.			
35547	8ADA	中日韩 CJK 汉字		諚	.	.	.			
35548	8ADB	中日韩 CJK 汉字		諛	.	.	.			
35549	8ADC	中日韩 CJK 汉字		諜	.	.	.			
35550	8ADD	中日韩 CJK 汉字		諝	.	.	.			
35551	8ADE	中日韩 CJK 汉字		諞	.	.	.			
35552	8ADF	中日韩 CJK 汉字		諟	.	.	.			
35553	8AE0	中日韩 CJK 汉字		諠	.	.	.			
35554	8AE1	中日韩 CJK 汉字		諡	.	.	.			
35555	8AE2	中日韩 CJK 汉字		諢	.	.	.			
35556	8AE3	中日韩 CJK 汉字		諣	.	.	.			
35557	8AE4	中日韩 CJK 汉字		諤	.	.	.			
35558	8AE5	中日韩 CJK 汉字		諥	.	.	.			
35559	8AE6	中日韩 CJK 汉字		諦	.	.	.			
35560	8AE7	中日韩 CJK 汉字		諧	.	.	.			
35561	8AE8	中日韩 CJK 汉字		諨	.	.	.			
35562	8AE9	中日韩 CJK 汉字		諩	.	.	.			
35563	8AEA	中日韩 CJK 汉字		諪	.	.	.			
35564	8AEB	中日韩 CJK 汉字		諫	.	.	.			
35565	8AEC	中日韩 CJK 汉字		諬	.	.	.			
35566	8AED	中日韩 CJK 汉字		諭	.	.	.			
35567	8AEE	中日韩 CJK 汉字		諮	.	.	.			
35568	8AEF	中日韩 CJK 汉字		諯	.	.	.			
35569	8AF0	中日韩 CJK 汉字		諰	.	.	.			
35570	8AF1	中日韩 CJK 汉字		諱	.	.	.			
35571	8AF2	中日韩 CJK 汉字		諲	.	.	.			
35572	8AF3	中日韩 CJK 汉字		諳	.	.	.			
35573	8AF4	中日韩 CJK 汉字		諴	.	.	.			
35574	8AF5	中日韩 CJK 汉字		諵	.	.	.			
35575	8AF6	中日韩 CJK 汉字		諶	.	.	.			
35576	8AF7	中日韩 CJK 汉字		諷	.	.	.			
35577	8AF8	中日韩 CJK 汉字		諸	.	.	.			
35578	8AF9	中日韩 CJK 汉字		諹	.	.	.			
35579	8AFA	中日韩 CJK 汉字		諺	.	.	.			
35580	8AFB	中日韩 CJK 汉字		諻	.	.	.			
35581	8AFC	中日韩 CJK 汉字		諼	.	.	.			
35582	8AFD	中日韩 CJK 汉字		諽	.	.	.			
35583	8AFE	中日韩 CJK 汉字		諾	.	.	.			
35584	8AFF	中日韩 CJK 汉字		諿	.	.	.			
35585	8B00	中日韩 CJK 汉字		謀	.	.	.			
35586	8B01	中日韩 CJK 汉字		謁	.	.	.			
35587	8B02	中日韩 CJK 汉字		謂	.	.	.			
35588	8B03	中日韩 CJK 汉字		謃	.	.	.			
35589	8B04	中日韩 CJK 汉字		謄	.	.	.			
35590	8B05	中日韩 CJK 汉字		謅	.	.	.			
35591	8B06	中日韩 CJK 汉字		謆	.	.	.			
35592	8B07	中日韩 CJK 汉字		謇	.	.	.			
35593	8B08	中日韩 CJK 汉字		謈	.	.	.			
35594	8B09	中日韩 CJK 汉字		謉	.	.	.			
35595	8B0A	中日韩 CJK 汉字		謊	.	.	.			
35596	8B0B	中日韩 CJK 汉字		謋	.	.	.			
35597	8B0C	中日韩 CJK 汉字		謌	.	.	.			
35598	8B0D	中日韩 CJK 汉字		謍	.	.	.			
35599	8B0E	中日韩 CJK 汉字		謎	.	.	.			
35600	8B0F	中日韩 CJK 汉字		謏	.	.	.			
35601	8B10	中日韩 CJK 汉字		謐	.	.	.			
35602	8B11	中日韩 CJK 汉字		謑	.	.	.			
35603	8B12	中日韩 CJK 汉字		謒	.	.	.			
35604	8B13	中日韩 CJK 汉字		謓	.	.	.			
35605	8B14	中日韩 CJK 汉字		謔	.	.	.			
35606	8B15	中日韩 CJK 汉字		謕	.	.	.			
35607	8B16	中日韩 CJK 汉字		謖	.	.	.			
35608	8B17	中日韩 CJK 汉字		謗	.	.	.			
35609	8B18	中日韩 CJK 汉字		謘	.	.	.			
35610	8B19	中日韩 CJK 汉字		謙	.	.	.			
35611	8B1A	中日韩 CJK 汉字		謚	.	.	.			
35612	8B1B	中日韩 CJK 汉字		講	.	.	.			
35613	8B1C	中日韩 CJK 汉字		謜	.	.	.			
35614	8B1D	中日韩 CJK 汉字		謝	.	.	.			
35615	8B1E	中日韩 CJK 汉字		謞	.	.	.			
35616	8B1F	中日韩 CJK 汉字		謟	.	.	.			
35617	8B20	中日韩 CJK 汉字		謠	.	.	.			
35618	8B21	中日韩 CJK 汉字		謡	.	.	.			
35619	8B22	中日韩 CJK 汉字		謢	.	.	.			
35620	8B23	中日韩 CJK 汉字		謣	.	.	.			
35621	8B24	中日韩 CJK 汉字		謤	.	.	.			
35622	8B25	中日韩 CJK 汉字		謥	.	.	.			
35623	8B26	中日韩 CJK 汉字		謦	.	.	.			
35624	8B27	中日韩 CJK 汉字		謧	.	.	.			
35625	8B28	中日韩 CJK 汉字		謨	.	.	.			
35626	8B29	中日韩 CJK 汉字		謩	.	.	.			
35627	8B2A	中日韩 CJK 汉字		謪	.	.	.			
35628	8B2B	中日韩 CJK 汉字		謫	.	.	.			
35629	8B2C	中日韩 CJK 汉字		謬	.	.	.			
35630	8B2D	中日韩 CJK 汉字		謭	.	.	.			
35631	8B2E	中日韩 CJK 汉字		謮	.	.	.			
35632	8B2F	中日韩 CJK 汉字		謯	.	.	.			
35633	8B30	中日韩 CJK 汉字		謰	.	.	.			
35634	8B31	中日韩 CJK 汉字		謱	.	.	.			
35635	8B32	中日韩 CJK 汉字		謲	.	.	.			
35636	8B33	中日韩 CJK 汉字		謳	.	.	.			
35637	8B34	中日韩 CJK 汉字		謴	.	.	.			
35638	8B35	中日韩 CJK 汉字		謵	.	.	.			
35639	8B36	中日韩 CJK 汉字		謶	.	.	.			
35640	8B37	中日韩 CJK 汉字		謷	.	.	.			
35641	8B38	中日韩 CJK 汉字		謸	.	.	.			
35642	8B39	中日韩 CJK 汉字		謹	.	.	.			
35643	8B3A	中日韩 CJK 汉字		謺	.	.	.			
35644	8B3B	中日韩 CJK 汉字		謻	.	.	.			
35645	8B3C	中日韩 CJK 汉字		謼	.	.	.			
35646	8B3D	中日韩 CJK 汉字		謽	.	.	.			
35647	8B3E	中日韩 CJK 汉字		謾	.	.	.			
35648	8B3F	中日韩 CJK 汉字		謿	.	.	.			
35649	8B40	中日韩 CJK 汉字		譀	.	.	.			
35650	8B41	中日韩 CJK 汉字		譁	.	.	.			
35651	8B42	中日韩 CJK 汉字		譂	.	.	.			
35652	8B43	中日韩 CJK 汉字		譃	.	.	.			
